  151800   19950   12.0       10
  152000   19950   12.0       11
  154000   20050   15.0       17
  152200   19950   12.0       15
  153800   20050   15.0       16
  152400   19950   12.0       13
  150200   18250   16.0       18
  153600   20050   12.0       17
  152600   19950   16.0       18
  150000   18250   12.0       14
  153400   20050   15.0       15
  152800   19950   16.0       19
  149800   18250   16.0       17
  153200   20050   15.0       16
  149600   18250   12.0       16
  153000   19750   16.0       17
  153000   19950   15.0       18
  152800   19650   16.0       17
  152600   19650   16.0       15
  153000   19550   12.0       13
  152400   19650   16.0       18
  153200   19550   12.0       13
  153400   19550   16.0       16
  153600   19550   15.0       15
  149400   18250   12.0       14
  153800   19550   16.0       16
  154000   18450   15.0       13
  149400   18050   12.0       14
  154000   19550   16.0       15
  153800   18550   15.0       19
  149600   18050   12.0       14
  149800   18050   12.0       15
  150000   18050   12.0       15
  154000   19350   16.0       16
  150200   18050   12.0       13
  153800   19350   16.0       18
  150400   18050   12.0       16
  153600   19350   16.0       14
  150200   17850   12.0       13
  150000   17850   12.0       11
  153200   19750   16.0       18
  149600   17850   11.0       12
  149800   17850   12.0       13
  153400   19750   16.0       16
  149400   17850   12.0       13
